lemma,poscode,surface
Projeto de Lei Para Informações Detidas pela Administração Pública,3,Projeto de Lei Para Informações Detidas pela Administração Pública
Projeto de Lei Política Nacional dos Resíduos,3,Projeto de Lei Política Nacional dos Resíduos
Projeto de Lei sobre as Sociedades Indígenas,3,Projeto de Lei sobre as Sociedades Indígenas
Projeto de Lei sobre Desportos,3,Projeto de Lei sobre Desportos
Carta ao Povo Brasileiro,3,Carta ao Povo Brasileiro
Carta-Testamento,3,Carta-Testamento
Carta à Nação,3,Carta à Nação
Carta aos Brasileiros,3,Carta aos Brasileiros
Carta aos foreiros de Pernambuco,3,Carta aos foreiros de Pernambuco
Carta aos Petistas,3,Carta aos Petistas
Carta Brandi,3,Carta Brandi
Carta Cadastral,3,Carta Cadastral
Carta Capital,3,Carta Capital
Carta Cidadã,3,Carta Cidadã
Carta Constitucional,3,Carta Constitucional
Carta da OEA,3,Carta da OEA
Carta da Organização dos Estados Americanos,3,Carta da Organização dos Estados Americanos
Carta da Organização,3,Carta da Organização
Carta da Paz Social,3,Carta da Paz Social
Carta da Terra,3,Carta da Terra
Carta das Mulheres aos Constituintes,3,Carta das Mulheres aos Constituintes
Carta das Nações Unidas,3,Carta das Nações Unidas
Carta de 1824,3,Carta de 1824
Carta de 1891,3,Carta de 1891
Carta de 1934,3,Carta de 1934
Carta de 1937,3,Carta de 1937
Carta de 1946,3,Carta de 1946
Carta de 1967,3,Carta de 1967
Carta de 1969,3,Carta de 1969
Carta de 1988,3,Carta de 1988
Carta de 34,3,Carta de 34
Carta de Brasília,3,Carta de Brasília
Carta de Crédito,3,Carta de Crédito
Carta de Havana,3,Carta de Havana
Carta de Istambul,3,Carta de Istambul
Carta de Lisboa,3,Carta de Lisboa
Carta de Londrina,3,Carta de Londrina
Carta de Ouro Preto,3,Carta de Ouro Preto
Carta de Princípios Diretivos de Prevenção e Repressão ao Tráfico de Entorpecentes,3,Carta de Princípios Diretivos de Prevenção e Repressão ao Tráfico de Entorpecentes
Carta de Punta del Este,3,Carta de Punta del Este
Carta de Recife,3,Carta de Recife
Carta de Salvador,3,Carta de Salvador
Carta de São Bernardo,3,Carta de São Bernardo
Carta de Teresópolis,3,Carta de Teresópolis
Carta del Lavoro,3,Carta del Lavoro
Carta do Atlântico,3,Carta do Atlântico
Carta do Parnaíba,3,Carta do Parnaíba
Carta do Rio de Janeiro,3,Carta do Rio de Janeiro
Carta Econômica de Teresópolis,3,Carta Econômica de Teresópolis
Código Aduaneiro do Mercado Comum do Sul,3,Código Aduaneiro do Mercado Comum do Sul
Código Aduaneiro do Mercosul,3,Código Aduaneiro do Mercosul
Código Ambiental Brasileiro,3,Código Ambiental Brasileiro
Código Ambiental da cidade de Salvador,3,Código Ambiental da cidade de Salvador
Código Brasileiro de Aeronáutica,3,Código Brasileiro de Aeronáutica
Código Brasileiro de Combustíveis,3,Código Brasileiro de Combustíveis
Código Brasileiro de Comunicações,3,Código Brasileiro de Comunicações
Código Brasileiro de Propriedade Industrial,3,Código Brasileiro de Propriedade Industrial
Código Brasileiro de Radiodifusão,3,Código Brasileiro de Radiodifusão
Código Brasileiro de Telecomunicações (CBT),3,Código Brasileiro de Telecomunicações (CBT)
