<OUTPUT SRCFILE="5143.raw">
SOUSA sousa NP00SP0 1 -
a o DA0FS0 0.675415 -
revogação revogação NCFS000 1 01185981-n:0.00584445/01258852-n:0.00553437
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Decreto decreto NP00V00 1 06539770-n:0.0118265
nº nº NCMS000 1 -
477 477 Z 1 -
. . Fp 1 -
    Fz 1 -
Por por SP 1 -
fim fim NCMS000 1 15266911-n:0.00257244/07291794-n:0.00222428/05981230-n:0.0020744/07291312-n:0.00206864/15143477-n:0.00201826/15267536-n:0.00198666
, , Fc 1 -
defi defi VMIS3S0 0.519634 -
­ ­ Fz 1 -
niu-se niu-se VMIS3S0 0.18046 -
como como CS 0.751351 -
um um DI0MS0 0.877848 -
social-democrata social-democrata NCMS000 0.333333 -
. . Fp 1 -

Em em SP 1 -
declara declarar VMIP3S0 0.999479 00965871-v:0.0021361/01010118-v:0.00213271/00822367-v:0.00207991/01016002-v:0.00204012/00878136-v:0.00198807/00820801-v:0.0019296
­ ­ Fz 1 -
ções ções NCFP000 0.997536 -
de de SP 1 -
novembro_de_1978 [??:??/11/1978:??.??:??] W 1 -
, , Fc 1 -
defendeu defender VMIS3S0 1 01128193-v:0.0024165/01129876-v:0.00176583/00895304-v:0.00175125/01127795-v:0.00172615/02733122-v:0.00168109/01129337-v:0.00166662/01149138-v:0.00166476
a a SP 0.313151 -
revi revir VMN0000 0.0311111 -
­ ­ Fz 1 -
são ser VMIP3P0 0.998554 02604760-v:0.0136031
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Lei_Falcão lei_falcão NP00V00 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
limitava limitar VMII3S0 0.533301 00233335-v:0.00286121/02510337-v:0.00271717/02509287-v:0.00264289/00235368-v:0.00255422/00236592-v:0.00253598
a o DA0FS0 0.675415 -
propaganda propaganda NCFS000 1 07248801-n:0.00449366/06674542-n:0.00430964/07247071-n:0.00420184
política político AQ0FS00 0.42812 02857407-a:0.00572831/02857587-a:0.00558311
por por SP 1 -
a o DA0FS0 1 -
televisão televisão NCFS000 1 06277280-n:0.00445498/04405907-n:0.00444864/04404412-n:0.00437649
, , Fc 1 -
e e CC 0.999951 -
a o DA0FS0 0.675415 -
extinção extinção NCFS000 1 13963032-n:0.00224079/07332691-n:0.00213349/14012173-n:0.00204274/05758692-n:0.0019598/00229934-n:0.00190159/13478342-n:0.00184904
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
figura figura NCFS000 0.809524 03931044-n:0.00160681/04076846-n:0.00153963/03925226-n:0.0013975/03234306-n:0.0013321/03720163-n:0.00130673/03561345-n:0.00126462/03186399-n:0.00125605/06999233-n:0.00124799/05902327-n:0.00122264/03265874-n:0.00118788
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
senador senador NCMS000 1 10578471-n:0.0131514
" " Fe 1 -
biônico biônico AQ0MS00 0.790623 02666434-a:0.0112314
" " Fe 1 -
. . Fp 1 -

Assumiu assumir VMIS3S0 1 00632236-v:0.00378873/00524682-v:0.00378568/02381726-v:0.00373472
o o DA0MS0 0.950254 -
governo governo NCMS000 0.914011 01124794-n:0.00416556/08050678-n:0.00403772/00815173-n:0.00352391
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio_Grande_do_Sul rio_grande_do_sul NP00G00 1 -
em em SP 1 -
15_de_março_de_1979 [??:15/3/1979:??.??:??] W 1 -
, , Fc 1 -
após após SP 1 -
ter ter VMN0000 0.533333 00065639-v:0.00428395/00065370-v:0.00298983/02204692-v:0.00293673/02632167-v:0.00282735
deixado deixar VMP00SM 0.992518 00120316-v:0.00289682/00800930-v:0.00242796/00802318-v:0.00228445/02310007-v:0.00214812/00771490-v:0.00207738
o o DA0MS0 0.950254 -
cargo cargo NCMS000 1 00586262-n:0.00688159/13945102-n:0.00550923
de de SP 1 -
vice vice AQ0CN00 1 -
governador governador NCMS000 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
foi ir VMIS3S0 0.5 01835496-v:0.00137862/02051694-v:0.000743175/01955984-v:0.000702922/01995549-v:0.000694702/02072849-v:0.000679221/01904930-v:0.000656537/02009433-v:0.000633088/01935233-v:0.000618128/01957529-v:0.000610024/02102398-v:0.000593093/00341560-v:0.000586601/02058994-v:0.000553883/02685951-v:0.000551451/01882814-v:0.000547825/01849221-v:0.000546829/01846916-v:0.00054136/02102002-v:0.000540053/01841079-v:0.000514912/02686471-v:0.000501517/01839538-v:0.000486493/00343898-v:0.000481083
ocupado ocupar VMP00SM 0.992513 00292937-a:0.00289979/00600370-v:0.00242388/01126360-v:0.002197/01623360-a:0.00219172/02649042-v:0.0021598
por por SP 1 -
o o DA0MS0 1 -
antigo antigo AQ0MS00 0.991071 00669138-a:0.0102814
secretário secretário NCMS000 1 10570019-n:0.00389091/10569744-n:0.00387287/01618503-n:0.00360323
de de SP 1 -
Interior interior NP00O00 1 08588294-n:0.00716144/08588699-n:0.00532663
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
estado estado NCMS000 0.924757 00024720-n:0.00386401/13920835-n:0.0024921/13945919-n:0.00246137/13920429-n:0.00239747/14418395-n:0.00231248
, , Fc 1 -
Otávio_Germano otávio_germano NP00SP0 1 -
. . Fp 1 -

Em em SP 1 -
agosto [??:??/8/??:??.??:??] W 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
mesmo mesmo PI0MS00 0.176901 -
ano ano NCMS000 1 15202634-n:0.00150287/15203565-n:0.0014737/15203791-n:0.00143904/15153787-n:0.00131115/15204297-n:0.00130189/15201505-n:0.00129639/08238660-n:0.00129281/15202806-n:0.00127683/15203229-n:0.00123223/15273626-n:0.00122026
defendeu defender VMIS3S0 1 01128193-v:0.0024173/01129876-v:0.00176848/00895304-v:0.00174389/01127795-v:0.00172785/02733122-v:0.00168015/01129337-v:0.00166609/01149138-v:0.00166522
a o DA0FS0 0.675415 -
extensão extensão NCFS000 1 05128519-n:0.00137838/05123416-n:0.00134116/05133107-n:0.00124821/05091194-n:0.00123694/05099389-n:0.00123517/05133535-n:0.00121174/05103946-n:0.00120456/05093581-n:0.00119071/00367768-n:0.00117036/09277538-n:0.00115238
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
anistia anistia NCFS000 1 06552639-n:0.00589404/14529082-n:0.0057726
a a SP 1 -
os o DA0MP0 0.958022 - o PD0MP00 0.021587 - o PP3MPA0 0.0203911 -
terroristas terrorista NCCP000 0.572632 10702781-n:0.0115514
, , Fc 1 -
desde_que desde_que CS 1 -
ficasse ficar VMSI3S0 0.65 00117985-v:0.00202345/02731024-v:0.00148975/02639075-v:0.00137075/02727462-v:0.00129391/01857392-v:0.00128524/02744820-v:0.00128246/00149583-v:0.00127514/02731242-v:0.00127365/00241038-v:0.00126377/02637592-v:0.00120598
provado provar VMP00SM 0.992518 00820976-v:0.00193997/02633881-v:0.00183643/00665886-v:0.00180819/01195299-v:0.00178668/01015244-v:0.0017462/00665630-v:0.00170687/02520997-v:0.00162947
que que CS 0.398036 -
seus seu DP3MPS 0.857735 -
crimes crime NCMP000 1 00766234-n:0.00489238/00768701-n:0.00402875/00767477-n:0.00401951
ti ti PP2CS00 0.690671 -
­ ­ Fz 1 -
vessem vessar VMSP3P0 0.994118 -
sido ser VMP00SM 1 02604760-v:0.0144707
cometidos cometer VMP00PM 0.992518 -
com com SP 1 -
objetivos objetivo NCMP000 1 05982915-n:0.0114665
polí polí RG 1 -
­ ­ Fz 1 -
ticos tico NCMP000 1 -
. . Fp 1 -

Ainda ainda RG 1 00047534-r:0.0149162
em em SP 1 -
o o DA0MS0 1 -
mesmo mesmo PI0MS00 0.176901 -
mês mês NCMS000 1 15206296-n:0.00658029/15209413-n:0.00635035/15207872-n:0.0052998
considerou considerar VMIS3S0 1 00690614-v:0.00236161/00689950-v:0.0023481/00693780-v:0.00231775/02166460-v:0.00227766/00712135-v:0.00216385/00690305-v:0.0020446/00689809-v:0.00204092
as o DA0FP0 0.974798 -
gre gre NCMS000 0.195394 -
­ ­ Fz 1 -
ves ves NCMP000 0.399983 -
normais normal AQ0CP00 0.545664 01593649-a:0.0155768
, , Fc 1 -
uma_vez_que uma_vez_que CS 1 -
toda todo DI0FS0 0.965839 -
reivindicação reivindicação NCFS000 1 07210801-n:0.0147691
por por SP 1 -
melhores melhor AQ0CP00 0.915584 00230335-a:0.0153274
salários salário NCMP000 1 13279262-n:0.0163661
era ser VMII1S0 0.331795 02604760-v:0.0173633
justa justo AQ0FS00 0.46384 02036578-a:0.014918
. . Fp 1 -

Com com SP 1 -
a o DA0FS0 0.675415 -
extinção extinção NCFS000 1 13963032-n:0.0024149/07332691-n:0.00230034/14012173-n:0.00220133/05758692-n:0.00211168/00229934-n:0.00204778/13478342-n:0.00198956
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
bipartidarismo bipartidarismo NCMS000 1 -
em em SP 1 -
29_de_novembro_de_1979 [??:29/11/1979:??.??:??] W 1 -
e e CC 0.999951 -
a o DA0FS0 0.675415 -
conseqüente conseqüente NCMS000 1 -
reformulação reformulação NCFS000 1 -
partidária partidário AQ0FS00 0.588046 00996343-a:0.0120077
, , Fc 1 -
filiou filiar VMIS3S0 1 -
se se PP3CN00 1 -
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
partido partido NCMS000 0.98773 -
governista governista AQ0CS00 0.477912 -
, , Fc 1 -
o o DA0MS0 0.950254 -
Partido_Democrático_Social partido_democrático_social NP00O00 1 -
( ( Fpa 1 -
PDS pds NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
agremiação agremiação NCFS000 1 -
que que PR0CN00 0.584265 -
sucedeu suceder VMIS3S0 1 02634265-v:0.00654124/00344643-v:0.00642661
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Arena arena NP00G00 1 02736511-n:0.0126101
. . Fp 1 -

Governou governar VMIS3S0 1 02441022-v:0.0032118/01931768-v:0.00304294/02436349-v:0.00272602/02586619-v:0.00230024/02442205-v:0.00211037/01935104-v:0.00207017
seu seu DP3MSS 0.957305 -
estado estado NCMS000 0.924757 00024720-n:0.00365204/13920835-n:0.00281778/13945919-n:0.00275538/13920429-n:0.00274778/14418395-n:0.00266778
com com SP 1 -
maioria maioria NCFS000 1 05122557-n:0.00428329/15152062-n:0.0042166/13581067-n:0.00420755
oposicio oposicio NCMS000 0.952809 -
­ ­ Fz 1 -
nista nista NCCS000 0.521555 -
em em SP 1 -
a o DA0FS0 1 -
Assembléia_Legislativa assembléia_legislativa NP00O00 1 -
, , Fc 1 -
composta compor VMP00SF 0.721918 02621395-v:0.00473414/01656788-v:0.00434718/01705494-v:0.00427992
principalmente principal RG 1 -
por por SP 1 -
membros membro NCMP000 1 10307234-n:0.00347849/05559908-n:0.00334898/05560244-n:0.00321246/13810615-n:0.00303165
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_do_Movimento_Democrático_Brasileiro partido_do_movimento_democrático_brasileiro NP00O00 1 -
( ( Fpa 1 -
PMDB pmdb NP00O00 1 -
) ) Fpt 1 -
e e CC 0.999951 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_Democrático_Trabalhista partido_democrático_trabalhista NP00O00 1 -
( ( Fpa 1 -
PDT pdt NP00O00 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
dezembro_de_1979 [??:??/12/1979:??.??:??] W 1 -
declarou declarar VMIS3S0 1 01010118-v:0.00418216/00965871-v:0.0041731/00822367-v:0.00413803/01016002-v:0.00404677/00878136-v:0.00396293/00820801-v:0.00385587
que que CS 0.398036 -
o o DA0MS0 0.950254 -
ano ano NCMS000 1 15202634-n:0.00300511/15203565-n:0.00294689/15203791-n:0.00284209/15153787-n:0.00260645/15204297-n:0.0026051/15201505-n:0.00259039/08238660-n:0.00258785/15202806-n:0.00255348/15203229-n:0.00246303/15273626-n:0.0024367
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.0116605/00127815-a:0.0116262
seria ser VMIC1S0 0.332891 02604760-v:0.0272361
o o PP3MSA0 0.0183743 -
de de SP 1 -
" " Fe 1 -
consolidação consolidação NCFS000 1 07374633-n:0.0239379
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
regime regime NCMS000 1 05909585-n:0.0221085
democrático democrático AQ0MS00 1 00715140-a:0.00810205/02710530-a:0.00764572/00486539-a:0.00758839
" " Fe 1 -
. . Fp 1 -

Em em SP 1 -
entrevista entrevista NCFS000 0.961905 07196075-n:0.0108309/07143624-n:0.0101698
concedida conceder VMP00SF 0.992518 00806049-v:0.00428967/02255268-v:0.00332211/02255462-v:0.00319118/02308741-v:0.00312623/02294436-v:0.00309929/02263692-v:0.00302116/02316649-v:0.00301851
em em SP 1 -
janeiro_de_1980 [??:??/1/1980:??.??:??] W 1 -
admitiu admitir VMIS3S0 1 00723545-v:0.0108528/02236124-v:0.0104136
a o DA0FS0 0.675415 -
possibilidade possibilidade NCFS000 1 14481929-n:0.00530466/05888929-n:0.00526623/05792010-n:0.00520489/05951180-n:0.00509764
de de SP 1 -
um um DI0MS0 0.877848 -
civil civil AQ0CS00 0.991803 01517921-a:0.00542153/02697116-a:0.00418478/01518161-a:0.00405072/00412355-a:0.00389662/02696920-a:0.0038101
ocupar ocupar VMN0000 0.328 00600370-v:0.00755293/01126360-v:0.00683695/02649042-v:0.00670458
a o DA0FS0 0.675415 -
presidência presidência NCFS000 1 15266265-n:0.0103123/00596807-n:0.0102817
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
República república NP00O00 1 08168978-n:0.011174/08361329-n:0.0106237
. . Fp 1 -

Em em SP 1 -
setembro [??:??/9/??:??.??:??] W 1 -
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00326575/00127815-a:0.00325603
afirmou afirmar VMIS3S0 1 01011725-v:0.00143802/01017643-v:0.00143514/01016002-v:0.00142467/00758333-v:0.00132511/01019643-v:0.00127194
estar estar VMN0000 0.533333 02604760-v:0.00176507/02655135-v:0.00103717/00149583-v:0.00102266/01857392-v:0.000997166/02734338-v:0.00097461/02729963-v:0.000951463/00065495-v:0.000895991
engajado engajar VMP00SM 0.992512 01098452-v:0.00658145
em em SP 1 -
a o DA0FS0 1 -
campanha campanha NCFS000 1 00798245-n:0.00198486/07472929-n:0.00186842/09393605-n:0.0016865/00968155-n:0.00161884
por por SP 1 -
eleições eleição NCFP000 1 00181781-n:0.00264414/00180962-n:0.00210569/05790944-n:0.00186244/00183505-n:0.00178525
diretas direta NCFP000 1 -
conduzidas conduzir VMP00PF 0.992518 02436349-v:0.00201261/02439501-v:0.00107482/02445509-v:0.00101121/02000547-v:0.00100672/02000133-v:0.000853111/01933305-v:0.000787665/02439732-v:0.000762682/02056971-v:0.000746737/00556593-v:0.000674685
por por SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 01124794-n:0.00267245/08050678-n:0.00266366/00815173-n:0.00215863
federal federal AQ0CS00 1 01107206-a:0.00168424/01606214-a:0.00161069/02725829-a:0.00156348/01106129-a:0.00152241
, , Fc 1 -
acreditando acreditar VMG0000 1 00683280-v:0.00669418
em em SP 1 -
o o DA0MS0 1 -
processo processo NCMS000 0.998008 01023820-n:0.00128743/01181902-n:0.00122328/01182654-n:0.00122119/01198307-n:0.00121718/01195867-n:0.00115347/01023636-n:0.00114233
de de SP 1 -
democratização democratização NCFS000 1 01237294-n:0.00608516
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
presidente presidente NCMS000 0.998938 10467395-n:0.00140932/10468962-n:0.00136014/10467179-n:0.00128742/10469346-n:0.00122519/10468750-n:0.0011853/10468559-n:0.00114798
João_Batista_Figueiredo joão_batista_figueiredo NP00SP0 1 -
. . Fp 1 -
    Fz 1 -
Durante durante SP 0.99651 -
a o DA0FS0 0.675415 -
convenção convenção NCFS000 1 04801532-n:0.00347772/07176804-n:0.00340482
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
PDS pds NP00O00 1 -
ocorrida ocorrer VMP00SF 0.992518 00339934-v:0.00414769/00344643-v:0.00339735
em em SP 1 -
novembro_de_1980 [??:??/11/1980:??.??:??] W 1 -
pronun pronun NCMS000 0.624125 -
­ ­ Fz 1 -
ciou ciar VMIS3S0 1 -
se se PP3CN00 1 -
, , Fc 1 -
juntamente junto RG 1 -
com com SP 1 -
seis 6 Z 1 -
outros outro PI0MP00 0.419614 -
governa governar VMIP3S0 0.999479 01931768-v:0.00219016/02436349-v:0.00201261/02441022-v:0.0017544/02586619-v:0.00137791/02442205-v:0.00121177/01935104-v:0.00109156
­ ­ Fz 1 -
dores dor NCFP000 1 14322699-n:0.000920742/07535010-n:0.000913975/07494363-n:0.000755679/07496463-n:0.000751619/07534430-n:0.000745672/07521674-n:0.000711995/07495327-n:0.000667085/05833683-n:0.000648248/14323683-n:0.000624103/14332617-n:0.000618483/07535532-n:0.000615552
, , Fc 1 -
a_favor_de a_favor_de SP 1 -
uma um DI0FS0 0.903495 -
reforma reforma NCFS000 0.968254 00260622-n:0.00350039/00800940-n:0.00334963
eleitoral eleitoral AQ0CS00 1 02717538-a:0.00367312/00846219-a:0.00308776
. . Fp 1 -

De de SP 1 -
­ ­ Fz 1 -
fendeu fender VMIS3S0 1 -
o o DA0MS0 0.950254 -
voto voto NCMS000 0.968254 -
distrital distrital AQ0CS00 1 -
misto misto AQ0MS00 0.367416 01199083-a:0.0110503
, , Fc 1 -
que que PR0CN00 0.584265 -
conciliaria conciliar VMIC3S0 0.627782 00482473-v:0.00454601/00482893-v:0.00447243/00764902-v:0.00416903
o o DA0MS0 0.950254 -
voto voto NCMS000 0.968254 -
proporcional proporcional AQ0CS00 1 00482948-a:0.00337171/00482673-a:0.00312334/00481737-a:0.00311613/00894029-a:0.00306288
como como CS 0.751351 -
voto voto NCMS000 0.968254 -
majoritário majoritário AQ0MS00 1 -
e e CC 0.999951 -
que que PR0CN00 0.584265 -
seria ser VMIC1S0 0.332891 02604760-v:0.013792
a o DA0FS0 0.675415 -
única único AQ0FS00 0.995283 02215087-a:0.00664201/00505853-a:0.00626467
forma forma NCFS000 0.996448 00027807-n:0.00610824/04931733-n:0.00535998
de de SP 1 -
encerrar encerrar VMN0000 0.529581 00352826-v:0.00442181/02609764-v:0.00426062/00484166-v:0.00421952
as o DA0FP0 0.974798 -
disputas disputa NCFP000 0.914011 07181935-n:0.00255583/01170962-n:0.00226573/07183151-n:0.0019476/07184149-n:0.00184529/00959376-n:0.00184256/07242104-n:0.00179789/01170813-n:0.00167349
internas interno AQ0FP00 0.324904 00948670-a:0.00411672/01348835-a:0.00376014/00951831-a:0.00374231
em em SP 1 -
os o DA0MP0 1 -
partidos partido NCMP000 0.98374 -
. . Fp 1 -

Em em SP 1 -
dezembro [??:??/12/??:??.??:??] W 1 -
declarou declarar VMIS3S0 1 00822367-v:0.00214946/01010118-v:0.00213341/00965871-v:0.00212805/01016002-v:0.00204559/00878136-v:0.0019861/00820801-v:0.00193465
que que CS 0.398036 -
uma um DI0FS0 0.903495 -
sociedade sociedade NCFS000 1 08227214-n:0.0033412/08049401-n:0.0032022/07966140-n:0.00308976/06526291-n:0.00285475
mais mais RG 0.999721 00029367-r:0.00862978/00099712-r:0.00727411
justa justo AQ0FS00 0.46384 02036578-a:0.0117244
só só RG 0.989218 -
poderia poder VMIC3S0 0.65 -
ser ser VMN0000 0.33093 02604760-v:0.013641
alcançada alcançar VMP00SF 0.992518 02585860-v:0.0109025
através através RG 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
livre livre AQ0CS00 0.95283 00518848-a:0.0114545
iniciativa iniciativa NCFS000 0.993827 00239230-n:0.00614043/04836074-n:0.00594882
e e CC 0.999951 -
não não RN 0.99985 00118531-r:0.0122065
de de SP 1 -
“ “ Fra 1 -
regimes regime NCMP000 1 05909585-n:0.0110551
coletivistas coletivista NCCP000 1 -
” ” Frc 1 -
. . Fp 1 -

Segundo segundo SP 0.636259 -
o o DA0MS0 0.950254 -
* * Fz 1 -
Jornal_do_Brasil jornal_do_brasil NP00O00 1 -
, , Fc 1 -
* * Fz 1 -
Amaral_de_Sousa amaral_de_sousa NP00SP0 1 -
esforçava esforçar VMII3S0 1 -
se se PP3CN00 1 -
, , Fc 1 -
nem nem CC 1 -
sempre sempre RG 1 00227968-r:0.00244943/00088931-r:0.00242707/00019339-r:0.00238301/00020280-r:0.0023763/00020476-r:0.00230294
com com SP 1 -
êxito êxito NCMS000 1 00063652-n:0.00674606/14474894-n:0.00620282
, , Fc 1 -
para para SP 0.999444 -
conseguir conseguir VMN0000 0.331507 02524171-v:0.00648048/02213336-v:0.00538727
recursos recurso NCMP000 1 05154676-n:0.00183698/13331778-n:0.00163445/13332009-n:0.00149477/05154908-n:0.00143613/05155123-n:0.00142954/00177448-n:0.00142614/05154517-n:0.00142533/01208597-n:0.00136654/07246932-n:0.00122908
extra-orçamentários extra-orçamentários NCMP000 1 -
e e CC 0.999951 -
favores favor NCMP000 1 01226941-n:0.00621732/05156319-n:0.00586588
fiscais fiscal AQ0CP00 0.97619 02847894-a:0.0124272
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
governo governo NCMS000 0.914011 08050678-n:0.004633/01124794-n:0.00449735/00815173-n:0.0037747
federal federal AQ0CS00 1 01107206-a:0.00299154/01606214-a:0.00287231/02725829-a:0.00278396/01106129-a:0.00271528
para para SP 0.999444 -
seu seu DP3MSS 0.957305 -
es es NCFP000 0.381512 -
­ ­ Fz 1 -
tado tado VMP00SM 0.580748 -
. . Fp 1 -

Estaria estar VMIC3S0 0.589994 02604760-v:0.00304681/02655135-v:0.0018452/00149583-v:0.00182085/01857392-v:0.00177697/02734338-v:0.00173648/02729963-v:0.00169588/00065495-v:0.00159085
entre entre SP 0.987856 -
os o DA0MP0 0.958022 -
governadores governador NCMP000 0.63262 10140314-n:0.00633385/10541229-n:0.0062154
que que PR0CN00 0.584265 -
perde perder VMIP3S0 0.999479 02288828-v:0.00252354/00045817-v:0.00251563/02287618-v:0.00250594/02303331-v:0.00240915/01161087-v:0.00234515
­ ­ Fz 1 -
ram ram NCFS000 1 -
parte parte NCFS000 0.969571 03892891-n:0.00118981/03081021-n:0.00110847/05868954-n:0.00106934/04164989-n:0.00106929/06392001-n:0.0010456/13809207-n:0.00103357/01085098-n:0.00101539/13086908-n:0.0010137/09385911-n:0.00101168/03390207-n:0.000994729/09428741-n:0.00094546/13286524-n:0.000936105
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
prestígio prestígio NCMS000 1 14435809-n:0.0119048
junto junto RG 0.984962 -
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Planalto planalto NP00G00 1 09453008-n:0.00608112/09230202-n:0.00544459
e e CC 0.999951 -
que que PR0CN00 0.584265 -
passaram passar VMIS3P0 0.65 01212230-v:0.00395399/02709277-v:0.00369138/00106960-v:0.00362431
a a SP 0.313151 -
receber receber VMN0000 0.330909 02210855-v:0.00289084/02288295-v:0.00268455/00522751-v:0.00243085/02290461-v:0.00241945/02108377-v:0.00236952
críticas crítica NCFP000 0.474178 05734018-n:0.00649681/06374587-n:0.00601748
veladas velar VMP00PF 0.422057 02167435-v:0.0118556
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
governo governo NCMS000 0.914011 08050678-n:0.00466629/01124794-n:0.00450391/00815173-n:0.00377509
federal federal AQ0CS00 1 01107206-a:0.00299517/01606214-a:0.00287215/02725829-a:0.00278441/01106129-a:0.00271536
. . Fp 1 -

Deixou deixar VMIS3S0 1 00120316-v:0.00581682/00800930-v:0.00519496/00802318-v:0.00491135/02310007-v:0.00460187/00771490-v:0.00443016
a o DA0FS0 0.675415 -
chefia chefia NCFS000 0.669323 09824609-n:0.0254767
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
governo governo NCMS000 0.914011 08050678-n:0.00867013/01124794-n:0.00830424/00815173-n:0.00754806
gaúcho gaúcho AQ0MS00 0.3674 -
em em SP 1 -
1983 1983 Z 1 -
, , Fc 1 -
sendo ser VMG0000 1 02604760-v:0.0272271
substituído substituir VMP00SM 0.721918 02405390-v:0.00630001/00162688-v:0.00340962/02394662-v:0.0033274/00161225-v:0.00326995/02258617-v:0.00305274/02257767-v:0.00303618/02394445-v:0.00302011/02406011-v:0.00281935
por por SP 1 -
Jair_Soares jair_soares NP00SP0 1 -
. . Fp 1 -

Notabilizou notabilizar VMIS3S0 1 -
se se PP3CN00 1 -
por por SP 1 -
ter ter VMN0000 0.533333 00065639-v:0.00535915/00065370-v:0.00373882/02204692-v:0.0036806/02632167-v:0.00352925
conseguido conseguir VMP00SM 0.980769 02524171-v:0.00732553/02213336-v:0.00628488
fazer fazer VMN0000 0.533333 00120316-v:0.00113056/02367363-v:0.00111212/01645601-v:0.000977842/01752884-v:0.000918551/02526085-v:0.000916161/00010435-v:0.000664596/01652139-v:0.000598528/01714208-v:0.00057848/01712704-v:0.000576473/01640207-v:0.000571187/01752495-v:0.000564577/01719921-v:0.000558828/01642924-v:0.000555353/01627355-v:0.000547892/01629000-v:0.000547478/01754737-v:0.000546681/00665476-v:0.000541423/01438902-v:0.000539782/01628197-v:0.00053734/02560767-v:0.000537295/01739814-v:0.000521094/01431987-v:0.000509838/02374764-v:0.000505205/01685313-v:0.000503155/00012267-v:0.000501806/01649024-v:0.000496209/02599636-v:0.000474717
seu seu DP3MSS 0.957305 -
sucessor sucessor NCMS000 0.632636 10671736-n:0.00449687/10671613-n:0.00448826/05696803-n:0.00432707
em em SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 01124794-n:0.00521313/08050678-n:0.00505286/00815173-n:0.00440375
gaúcho gaúcho AQ0MS00 0.3674 -
, , Fc 1 -
