<OUTPUT SRCFILE="5143.raw">
SOUSA sousa NP00SP0 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
povo povo NCMS000 1 07942152-n:0.00170046/07947255-n:0.00131023/07967982-n:0.00115277/08179689-n:0.00114044/08180190-n:0.00113747/08160276-n:0.00113443/08166552-n:0.0010435/02472987-n:0.000946845
. . Fp 1 -

Manifestou manifestar VMIS3S0 1 -
se se PP3CN00 1 -
con con NCFS000 0.666425 -
­ ­ Fz 1 -
trário trário NCMS000 0.923021 -
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
anistia anistia NCFS000 1 06552639-n:0.00589427/14529082-n:0.00577399
ampla amplo AQ0FS00 1 00525453-a:0.0027482/00476249-a:0.00239816/00526062-a:0.0023199/00475996-a:0.00221194/01387319-a:0.00194993/01386883-a:0.00185299
e e CC 0.999951 -
irrestrita irrestrito AQ0FS00 1 01317012-a:0.0139637
e e CC 0.999951 -
defendeu defender VMIS3S0 1 01128193-v:0.0024124/01129876-v:0.00176494/00895304-v:0.00174115/01127795-v:0.00172743/02733122-v:0.00168253/01129337-v:0.00166775/01149138-v:0.00166285
