<OUTPUT SRCFILE="11218.raw">
Rodrigo_Felinto_Ibarra_Epitácio_Maia rodrigo_felinto_ibarra_epitácio_maia NP00SP0 1 -
presidente presidente NCMS000 0.998938 10467395-n:0.00428462/10468962-n:0.00419744/10467179-n:0.00372894/10468750-n:0.00351683/10468559-n:0.00342457/10469346-n:0.00294088
Fernando_Henrique_Cardoso fernando_henrique_cardoso NP00SP0 1 -
( ( Fpa 1 -
1999-2002 1999-2002 Z 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
as o DA0FP0 1 -
votações votação NCFP000 1 00183505-n:0.00387886/00182213-n:0.0035963
constitucionais constitucional AQ0CP00 0.667364 00901345-a:0.00230241/00179925-a:0.00230049/02702332-a:0.00218228
propostas proposta NCFP000 0.454918 07162194-n:0.00398437/07162680-n:0.00380993
por por SP 1 -
esse esse DD0MS0 0.946429 -
governo governo NCMS000 0.914011 08050678-n:0.00250589/01124794-n:0.00239807/00815173-n:0.00220338
, , Fc 1 -
votou votar VMIS3S0 1 02461314-v:0.00411401/02400637-v:0.0022908/02462201-v:0.00220577
a o DA0FS0 0.675415 -
favor favor NCMS000 1 01226941-n:0.00362789/05156319-n:0.00343856
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Lei_de_Responsabilidade_Fiscal lei_de_responsabilidade_fiscal NP00V00 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
estabelecia estabelecer VMII3S0 0.478789 02621395-v:0.00408599/02635033-v:0.00334934
limites limite NCMP000 0.9832 08512259-n:0.000925647/13903079-n:0.000720031/08592656-n:0.000671157/13903387-n:0.000652507/05124057-n:0.000641541/03264542-n:0.000615048/08512736-n:0.000612687/13903576-n:0.000571404/05124928-n:0.000569268/08565701-n:0.000543921/13871452-n:0.000514983/13903738-n:0.000513955/08501114-n:0.000510981
de de SP 1 -
gastos gasto NCMP000 0.72093 07421749-n:0.00673513
para para SP 0.999444 -
União união NP00O00 1 14418395-n:0.00342291/14421139-n:0.00131425/08168978-n:0.00125973/14421585-n:0.0012158/07998712-n:0.00110845/08049401-n:0.00108748/08303275-n:0.00103922
, , Fc 1 -
estados estado NCMP000 0.97619 14418395-n:0.00342291/00024720-n:0.00289684/13920835-n:0.00184339/13945919-n:0.00151718/13920429-n:0.00150297
e e CC 0.999951 -
municípios município NCMP000 1 08524735-n:0.0036053/08626283-n:0.00243535/08225581-n:0.00228222
, , Fc 1 -
e e CC 0.999951 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
prorrogação prorrogação NCFS000 1 15233989-n:0.00695691
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Contribuição_Provisória contribuição_provisória NP00O00 1 -
sobre sobre SP 0.997342 -
Movimentação_Financeira movimentação_financeira NP00SP0 1 -
( ( Fpa 1 -
CPMF cpmf NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
criada criar VMP00SF 0.72093 01617192-v:0.00190022/01621555-v:0.00168374/01753788-v:0.00157049/01640207-v:0.00150405/01685313-v:0.00133163
anos ano NCMP000 1 15203791-n:0.000880712/15202634-n:0.000880348/15203565-n:0.000866453/15153787-n:0.000781835/15204297-n:0.00076387/15201505-n:0.000763557/08238660-n:0.00076327/15202806-n:0.000747136/15203229-n:0.00072436/15273626-n:0.000721017
antes antes RG 0.996627 00060632-r:0.00759288
para para SP 0.999444 -
incrementar incrementar VMN0000 0.529581 -
o o DA0MS0 0.950254 -
financiamento financiamento NCMS000 1 01099109-n:0.00693488
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
setor setor NCMS000 1 05853100-n:0.00350321/04165551-n:0.00315545
de de SP 1 -
Saúde saúde NP00O00 1 14447525-n:0.00244908/14447908-n:0.00239691/13923779-n:0.00233115
. . Fp 1 -

Em em SP 1 -
as o DA0FP0 1 -
eleições eleição NCFP000 1 00181781-n:0.00501518/00183505-n:0.00493444/05790944-n:0.00467199/00180962-n:0.00425579
de de SP 1 -
outubro_de_2002 [??:??/10/2002:??.??:??] W 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00202376/02051694-v:0.00112126/01955984-v:0.0010449/01995549-v:0.00102512/02072849-v:0.00100653/01904930-v:0.000950598/02009433-v:0.0009449/01935233-v:0.00091411/01957529-v:0.00090536/02102398-v:0.000883444/00341560-v:0.000871259/01882814-v:0.000819555/02685951-v:0.000818002/02058994-v:0.000817572/01846916-v:0.00080926/02102002-v:0.000806237/01849221-v:0.000802578/01841079-v:0.000769545/02686471-v:0.000746984/01839538-v:0.00072877/00343898-v:0.000717724
reeleito reeleito NCMS000 0.607634 -
com com SP 1 -
mais mais RG 0.999721 00029367-r:0.0120806/00099712-r:0.0101834
de de SP 1 -
117_mil 117000 Z 1 -
votos voto NCMP000 0.987805 -
, , Fc 1 -
novamente novamente RG 0.5 00040365-r:0.00668247/00112843-r:0.00651876/00112601-r:0.00589468
o o DA0MS0 0.950254 -
segundo segundo SP 0.636259 -
mais mais RG 0.999721 00029367-r:0.0120806/00099712-r:0.0101834
votado votar VMP00SM 0.992515 02461314-v:0.00840646/02400637-v:0.00544029/02462201-v:0.00527949
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
PFL pfl NP00O00 1 -
em em SP 1 -
o o DA0MS0 1 -
estado estado NCMS000 0.924757 00024720-n:0.00470168/13920835-n:0.00368165/13920429-n:0.0035823/13945919-n:0.00355658/14418395-n:0.00346719
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
. . Fp 1 -

Assumiu assumir VMIS3S0 1 00632236-v:0.00475473/00524682-v:0.00475167/02381726-v:0.00466155
o o DA0MS0 0.950254 -
novo novo AQ0MS00 0.998311 01730444-a:0.00370691/01642477-a:0.00350139/01641648-a:0.0033444/01687167-a:0.00330593
mandato mandato NCMS000 0.98913 06556481-n:0.00359415/06552984-n:0.00350361/01140658-n:0.00340074/06530789-n:0.00328107
em em SP 1 -
fevereiro_de_2003 [??:??/2/2003:??.??:??] W 1 -
e e CC 0.999951 -
, , Fc 1 -
como como CS 0.751351 -
primeiro primeiro AO0MS00 0.722944 01012990-a:0.0128083
vice vice AQ0CN00 1 -
líder líder NCCS000 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
partido partido NCMS000 0.98773 -
, , Fc 1 -
atuou atuar VMIS3S0 1 00010435-v:0.0148537
em em SP 1 -
a o DA0FS0 1 -
oposição oposição NCFS000 1 13854649-n:0.00307395/00202284-n:0.00289116/13828905-n:0.00285889/01169744-n:0.00282483/08404188-n:0.00267515
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
governo governo NCMS000 0.914011 08050678-n:0.0049931/01124794-n:0.00480289/00815173-n:0.00440348
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
